2023-03-07 20:53:06 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-03-07 20:53:06 0 [Note] InnoDB: Uses event mutexes
2023-03-07 20:53:06 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2023-03-07 20:53:06 0 [Note] InnoDB: Number of pools: 1
2023-03-07 20:53:06 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=68, page number=5] with future log sequence number 7220367
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=68, page number=4] with future log sequence number 7220322
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=68, page number=3] with future log sequence number 7220536
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=363] with future log sequence number 7220516
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=359] with future log sequence number 7220047
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=95, page number=5] with future log sequence number 7213756
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=95, page number=4] with future log sequence number 7213735
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=95, page number=3] with future log sequence number 7213892
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 7213832
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=99, page number=3] with future log sequence number 7213336
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=378] with future log sequence number 7212631
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=313] with future log sequence number 7212374
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=381] with future log sequence number 7212124
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=99, page number=5] with future log sequence number 7384755
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=414] with future log sequence number 7417551
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=99, page number=3] with future log sequence number 7385622
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=99, page number=4] with future log sequence number 7384710
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=311] with future log sequence number 7417444
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 7425215
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=366] with future log sequence number 7425215
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 7417551
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=48] with future log sequence number 7984782
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=371] with future log sequence number 7984782
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=393] with future log sequence number 7975419
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=392] with future log sequence number 7965865
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=52, page number=3] with future log sequence number 7984802
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 7965515
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 7954178
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=4] with future log sequence number 7954654
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=258] with future log sequence number 8314168
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=401] with future log sequence number 8314168
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=256] with future log sequence number 8304763
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=399] with future log sequence number 8304763
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=248] with future log sequence number 8684325
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=398] with future log sequence number 8684325
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=246] with future log sequence number 8674116
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=20] with future log sequence number 8674505
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 8674116
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=245] with future log sequence number 8668356
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=432] with future log sequence number 8668356
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=6] with future log sequence number 8903973
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=47] with future log sequence number 8926802
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=408] with future log sequence number 8921590
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=300] with future log sequence number 8916226
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=370] with future log sequence number 8916226
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=299] with future log sequence number 8916182
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=389] with future log sequence number 8916182
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=298] with future log sequence number 8916138
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=337] with future log sequence number 8916138
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=296] with future log sequence number 8916094
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=334] with future log sequence number 8916094
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=295] with future log sequence number 8916050
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=380] with future log sequence number 8916050
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=293] with future log sequence number 8916006
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=348] with future log sequence number 8916006
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=292] with future log sequence number 8915946
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=368] with future log sequence number 8915946
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=291] with future log sequence number 8915902
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=365] with future log sequence number 8915902
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=290] with future log sequence number 8915858
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 8915858
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=288] with future log sequence number 8915814
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=339] with future log sequence number 8915814
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=287] with future log sequence number 8915770
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=333] with future log sequence number 8926802
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=286] with future log sequence number 8915663
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=332] with future log sequence number 8915663
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=285] with future log sequence number 8915619
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=426] with future log sequence number 8915619
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 8929620
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=429] with future log sequence number 8929620
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 8938095
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=20] with future log sequence number 8938435
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=373] with future log sequence number 8938095
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 8932343
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 8938115
2023-03-07 20:53:06 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=431] with future log sequence number 8932343
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1808067 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 8002440 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1757776 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=443] log sequence number 1757776 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 8915367 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 8915484 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 8001843 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=393] log sequence number 8001843 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 8926802 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=333] log sequence number 8926802 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 8927426 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=371] log sequence number 8927426 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 8927939 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=343] log sequence number 8927939 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 8929620 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=429] log sequence number 8929620 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 8930175 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=409] log sequence number 8930175 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 8931885 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=353] log sequence number 8931885 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 8932343 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=431] log sequence number 8932343 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 8938095 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=373] log sequence number 8938095 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 8493872 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=355] log sequence number 8493872 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 8493911 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=395] log sequence number 8493911 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 8493950 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=397] log sequence number 8493950 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Page [page id: space=0, page number=58] log sequence number 8493989 is in the future! Current system log sequence number 300306.
2023-03-07 20:53:06 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
